time,position,velocity,torque,temp_mosfet,temp_rotor,status
1785583349.3472662,-0.05016403448538931,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.5660336,-0.0001907377737087046,-0.0329670329670364,-0.00439560439560438,35,32,ENABLE
1785583349.5801475,-0.0001907377737087046,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.585043,-0.0001907377737087046,-0.0329670329670364,-0.00439560439560438,35,32,ENABLE
1785583349.5899546,-0.0001907377737087046,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.5943034,-0.0001907377737087046,0.010989010989014503,0.00439560439560438,35,32,ENABLE
1785583349.599332,-0.0001907377737087046,-0.0329670329670364,0.00439560439560438,35,32,ENABLE
1785583349.604262,-0.0001907377737087046,-0.010989010989014503,0.01318681318681314,35,32,ENABLE
1785583349.60934,-0.0001907377737087046,0.010989010989014503,0.0219780219780219,35,32,ENABLE
1785583349.6146016,-0.0001907377737087046,-0.010989010989014503,0.0219780219780219,35,32,ENABLE
1785583349.6195183,-0.0001907377737087046,-0.010989010989014503,0.0219780219780219,35,32,ENABLE
1785583349.6244133,-0.0001907377737087046,-0.010989010989014503,0.03956043956043942,35,32,ENABLE
1785583349.6293302,-0.0001907377737087046,-0.010989010989014503,0.03956043956043942,35,32,ENABLE
1785583349.6342883,0.0001907377737087046,0.010989010989014503,0.03076923076923066,35,32,ENABLE
1785583349.639247,0.000953688868543523,0.0769230769230802,0.0219780219780219,35,32,ENABLE
1785583349.6442847,0.0013351644159609322,0.0769230769230802,0.00439560439560438,35,32,ENABLE
1785583349.6493788,0.0020981155107957505,0.1428571428571459,-0.03956043956043942,35,32,ENABLE
1785583349.654273,0.0036240177004653873,0.2307692307692335,-0.0659340659340657,35,32,ENABLE
1785583349.659348,0.005149919890135024,0.2527472527472554,-0.0659340659340657,35,32,ENABLE
1785583349.6643555,0.005912870984969842,0.1868131868131897,-0.07472527472527446,35,32,ENABLE
1785583349.6693547,0.006675822079804661,0.1648351648351678,-0.08351648351648322,35,32,ENABLE
1785583349.6742759,0.007438773174639479,0.1868131868131897,-0.09230769230769198,35,32,ENABLE
1785583349.679267,0.008583199816891707,0.1868131868131897,-0.07472527472527446,35,32,ENABLE
1785583349.6842654,0.008964675364309116,0.120879120879124,-0.05714285714285694,35,32,ENABLE
1785583349.6892836,0.009346150911726525,0.0329670329670364,-0.03076923076923066,35,32,ENABLE
1785583349.6942677,0.009346150911726525,0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.6992729,0.009727626459143934,0.0769230769230802,-0.0219780219780219,35,32,ENABLE
1785583349.7043736,0.010490577553978753,0.0989010989011021,-0.05714285714285694,35,32,ENABLE
1785583349.7093837,0.01201647974364839,0.2087912087912116,-0.0659340659340657,35,32,ENABLE
1785583349.714615,0.012779430838483208,0.1868131868131897,-0.05714285714285694,35,32,ENABLE
1785583349.7196012,0.013160906385900617,0.0989010989011021,-0.04835164835164818,35,32,ENABLE
1785583349.724414,0.013542381933318026,0.0549450549450583,-0.04835164835164818,35,32,ENABLE
1785583349.7294264,0.013923857480735435,0.0769230769230802,-0.04835164835164818,35,32,ENABLE
1785583349.7344906,0.014686808575570254,0.120879120879124,-0.05714285714285694,35,32,ENABLE
1785583349.7394211,0.01583123521782248,0.1868131868131897,-0.09230769230769198,35,32,ENABLE
1785583349.744419,0.017357137407492118,0.2527472527472554,-0.09230769230769198,35,32,ENABLE
1785583349.74949,0.018120088502326936,0.1868131868131897,-0.10109890109890074,35,32,ENABLE
1785583349.754493,0.018883039597161755,0.1648351648351678,-0.11868131868131826,35,32,ENABLE
1785583349.7594256,0.020027466239413982,0.2307692307692335,-0.13626373626373578,35,32,ENABLE
1785583349.764423,0.02155336842908362,0.2747252747252773,-0.12747252747252702,35,32,ENABLE
1785583349.769422,0.022697795071335847,0.2087912087912116,-0.14505494505494454,35,32,ENABLE
1785583349.7750454,0.023842221713588074,0.2087912087912116,-0.17142857142857082,35,32,ENABLE
1785583349.7795064,0.02536812390325771,0.2747252747252773,-0.18021978021977958,35,32,ENABLE
1785583349.784312,0.026894026092927348,0.2967032967032992,-0.20659340659340586,35,32,ENABLE
1785583349.789356,0.028419928282596985,0.3186813186813211,-0.2417582417582409,35,32,ENABLE
1785583349.7944212,0.03070878156710144,0.3626373626373649,-0.25054945054944966,35,32,ENABLE
1785583349.7994864,0.03185320820935367,0.3186813186813211,-0.29450549450549346,35,32,ENABLE
1785583349.8044155,0.03452353704127553,0.4065934065934087,-0.312087912087911,35,32,ENABLE
1785583349.8094277,0.03643091477836258,0.4065934065934087,-0.36483516483516354,35,32,ENABLE
1785583349.8144197,0.03910124361028444,0.4945054945054963,-0.3912087912087898,35,32,ENABLE
1785583349.8194158,0.0413900968947889,0.4725274725274744,-0.4351648351648336,35,32,ENABLE
1785583349.8244116,0.04367895017929335,0.4505494505494525,-0.4615384615384599,35,32,ENABLE
1785583349.8294039,0.046730754558632626,0.4945054945054963,-0.49670329670329494,35,32,ENABLE
1785583349.8344238,0.04901960784313708,0.4725274725274744,-0.5318681318681335,35,32,ENABLE
1785583349.8394215,0.051689936675058945,0.5164835164835182,-0.5670329670329686,35,32,ENABLE
1785583349.844418,0.05436026550698081,0.5164835164835182,-0.5934065934065949,35,32,ENABLE
1785583349.8494136,0.056649118791485265,0.4725274725274744,-0.6285714285714299,35,32,ENABLE
1785583349.8544085,0.05970092317082454,0.5164835164835182,-0.6373626373626387,35,32,ENABLE
1785583349.8594134,0.061608300907911584,0.4505494505494525,-0.6637362637362649,35,32,ENABLE
1785583349.864416,0.06427862973983345,0.4725274725274744,-0.6725274725274737,35,32,ENABLE
1785583349.8694577,0.0665674830243379,0.4725274725274744,-0.7076923076923087,35,32,ENABLE
1785583349.874418,0.06885633630884236,0.4285714285714306,-0.7252747252747263,35,32,ENABLE
1785583349.8794153,0.07190814068818163,0.5164835164835182,-0.7428571428571438,35,32,ENABLE
1785583349.8844135,0.07381551842526868,0.4505494505494525,-0.7780219780219788,35,32,ENABLE
1785583349.889419,0.07648584725719054,0.4725274725274744,-0.7780219780219788,35,32,ENABLE
1785583349.894419,0.078774700541695,0.4725274725274744,-0.8043956043956051,35,32,ENABLE
1785583349.8994176,0.08068207827878204,0.4285714285714306,-0.8219780219780226,35,32,ENABLE
1785583349.9044087,0.08335240711070391,0.4725274725274744,-0.8571428571428577,35,32,ENABLE
1785583349.9094143,0.08525978484779095,0.4285714285714306,-0.8835164835164839,35,32,ENABLE
1785583349.9144177,0.08831158922713023,0.5164835164835182,-0.918681318681319,35,32,ENABLE
1785583349.91939,0.09060044251163468,0.5164835164835182,-0.9626373626373628,35,32,ENABLE
1785583349.9243915,0.09327077134355655,0.4945054945054963,-0.9802197802197803,35,32,ENABLE
1785583349.9294097,0.09632257572289582,0.5824175824175839,-1.024175824175824,35,32,ENABLE
1785583349.9344192,0.09899290455481768,0.560439560439562,-1.0769230769230766,35,32,ENABLE
1785583349.9393964,0.10166323338673955,0.4945054945054963,-1.068131868131868,35,32,ENABLE
1785583349.9444067,0.10433356221866141,0.5384615384615401,-1.103296703296703,35,32,ENABLE
1785583349.9494252,0.10662241550316587,0.4945054945054963,-1.1208791208791204,35,32,ENABLE
1785583349.9544108,0.10929274433508773,0.4725274725274744,-1.1208791208791204,35,32,ENABLE
