time,position,velocity,torque,temp_mosfet,temp_rotor,status
1785583349.3484497,-0.07419699397268609,-0.0329670329670364,0.01318681318681314,35,32,ENABLE
1785583349.566793,-0.0001907377737087046,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.5808728,-0.0001907377737087046,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.5857077,-0.0001907377737087046,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.5905583,-0.0001907377737087046,-0.0329670329670364,0.00439560439560438,35,32,ENABLE
1785583349.5945554,-0.0001907377737087046,0.010989010989014503,0.03956043956043942,35,32,ENABLE
1785583349.5995848,0.0001907377737087046,0.0329670329670364,0.09230769230769198,35,32,ENABLE
1785583349.6048522,0.0001907377737087046,0.0549450549450583,0.14505494505494454,35,32,ENABLE
1785583349.6099455,0.0005722133211261138,0.0549450549450583,0.18021978021977958,35,32,ENABLE
1785583349.6152012,0.0017166399633783413,0.1428571428571459,0.1978021978021971,35,32,ENABLE
1785583349.6201203,0.0036240177004653873,0.2967032967032992,0.18901098901098834,35,32,ENABLE
1785583349.6246111,0.005531395437552433,0.4065934065934087,0.20659340659340586,35,32,ENABLE
1785583349.6299152,0.008201724269474298,0.4725274725274744,0.18901098901098834,35,32,ENABLE
1785583349.634883,0.010490577553978753,0.4505494505494525,0.1978021978021971,35,32,ENABLE
1785583349.6398385,0.013160906385900617,0.4945054945054963,0.20659340659340586,35,32,ENABLE
1785583349.6448748,0.01621271076523989,0.5384615384615401,0.20659340659340586,35,32,ENABLE
1785583349.6499686,0.018883039597161755,0.5384615384615401,0.22417582417582338,35,32,ENABLE
1785583349.6548615,0.02193484397650103,0.560439560439562,0.2593406593406584,35,32,ENABLE
1785583349.659908,0.024223697261005483,0.4945054945054963,0.2857142857142847,35,32,ENABLE
1785583349.6649451,0.02651255054550994,0.4505494505494525,0.3296703296703285,35,32,ENABLE
1785583349.6699784,0.029564354924849212,0.5384615384615401,0.347252747252746,35,32,ENABLE
1785583349.6748643,0.03147173266193626,0.4505494505494525,0.3912087912087898,35,32,ENABLE
1785583349.6798596,0.03414206149385812,0.5164835164835182,0.4351648351648336,35,32,ENABLE
1785583349.6848586,0.03681239032577999,0.5384615384615401,0.45274725274725114,35,32,ENABLE
1785583349.689874,0.03948271915770185,0.5164835164835182,0.4879120879120862,35,32,ENABLE
1785583349.694857,0.042153047989623715,0.5384615384615401,0.5230769230769248,35,32,ENABLE
1785583349.6998606,0.04482337682154558,0.5164835164835182,0.5406593406593423,35,32,ENABLE
1785583349.704959,0.047493705653467444,0.5164835164835182,0.5670329670329686,35,32,ENABLE
1785583349.7099752,0.05054551003280672,0.560439560439562,0.5846153846153861,35,32,ENABLE
1785583349.7152617,0.05359731441214599,0.5824175824175839,0.6109890109890124,35,32,ENABLE
1785583349.7202485,0.056267643244067855,0.5384615384615401,0.6373626373626387,35,32,ENABLE
1785583349.7250383,0.05931944762340713,0.6263736263736277,0.6461538461538474,35,32,ENABLE
1785583349.7300355,0.06275272755016381,0.6483516483516496,0.6637362637362649,35,32,ENABLE
1785583349.7350798,0.0661860074769205,0.6483516483516496,0.6637362637362649,35,32,ENABLE
1785583349.740031,0.06961928740367718,0.6703296703296715,0.6901098901098912,35,32,ENABLE
1785583349.7450328,0.07305256733043386,0.6703296703296715,0.6989010989011,35,32,ENABLE
1785583349.7500885,0.07686732280460795,0.7362637362637372,0.6901098901098912,35,32,ENABLE
1785583349.755109,0.08068207827878204,0.7582417582417591,0.6813186813186825,35,32,ENABLE
1785583349.7600408,0.08487830930037354,0.8021978021978029,0.6813186813186825,35,32,ENABLE
1785583349.7650313,0.08945601586938245,0.8461538461538467,0.6813186813186825,35,32,ENABLE
1785583349.7700315,0.09365224689097396,0.8681318681318686,0.6901098901098912,35,32,ENABLE
1785583349.7756727,0.09822995345998287,0.8461538461538467,0.6989010989011,35,32,ENABLE
1785583349.7800918,0.10204470893415696,0.8241758241758248,0.7252747252747263,35,32,ENABLE
1785583349.7849007,0.10585946440833105,0.8021978021978029,0.7252747252747263,35,32,ENABLE
1785583349.7899396,0.11005569542992255,0.8461538461538467,0.734065934065935,35,32,ENABLE
1785583349.7950323,0.11463340199893146,0.8901098901098905,0.734065934065935,35,32,ENABLE
1785583349.8000786,0.11921110856794037,0.8901098901098905,0.7252747252747263,35,32,ENABLE
1785583349.8050256,0.12378881513694928,0.8901098901098905,0.6989010989011,35,32,ENABLE
1785583349.8100352,0.1287479972533756,0.9560439560439562,0.6813186813186825,35,32,ENABLE
1785583349.8150487,0.13447013046463674,1.0439560439560438,0.6813186813186825,35,32,ENABLE
1785583349.8200336,0.13942931258106306,1.0659340659340657,0.6549450549450562,35,32,ENABLE
1785583349.825034,0.1447699702449068,1.0659340659340657,0.6461538461538474,35,32,ENABLE
1785583349.830038,0.15049210345616792,1.0439560439560438,0.6461538461538474,35,32,ENABLE
1785583349.8350344,0.15545128557259424,1.021978021978022,0.6461538461538474,35,32,ENABLE
1785583349.840068,0.16041046768902056,1.0439560439560438,0.6549450549450562,35,32,ENABLE
1785583349.8450422,0.16536964980544688,1.0,0.6373626373626387,35,32,ENABLE
1785583349.8500183,0.17147325856412543,1.0879120879120876,0.6109890109890124,35,32,ENABLE
1785583349.8550334,0.17681391622796916,1.1098901098901095,0.6109890109890124,35,32,ENABLE
1785583349.860037,0.1821545738918129,1.0659340659340657,0.5934065934065949,35,32,ENABLE
1785583349.8650312,0.18787670710307403,1.1318681318681314,0.5846153846153861,35,32,ENABLE
1785583349.8700728,0.19359884031433516,1.1538461538461533,0.5758241758241773,35,32,ENABLE
1785583349.8750343,0.1997024490730137,1.1318681318681314,0.5758241758241773,35,32,ENABLE
1785583349.8800297,0.20542458228427485,1.1758241758241752,0.5670329670329686,35,32,ENABLE
1785583349.885034,0.21076523994811858,1.1098901098901095,0.5670329670329686,35,32,ENABLE
1785583349.8900425,0.2161058976119623,1.0659340659340657,0.5582417582417598,35,32,ENABLE
1785583349.8950305,0.22182803082322344,1.1318681318681314,0.549450549450551,35,32,ENABLE
1785583349.9000306,0.22716868848706717,1.0879120879120876,0.5230769230769248,35,32,ENABLE
1785583349.9050388,0.23365377279316313,1.1758241758241752,0.514285714285716,35,32,ENABLE
1785583349.9100375,0.23937590600442427,1.1538461538461533,0.514285714285716,35,32,ENABLE
1785583349.9150403,0.2454795147631028,1.1538461538461533,0.5054945054945073,35,32,ENABLE
