time,position,velocity,torque,temp_mosfet,temp_rotor,status
1785583349.3486469,-0.1871137560082392,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.5673285,-0.0001907377737087046,0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.5816195,-0.0001907377737087046,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.5864148,-0.0001907377737087046,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.5911052,-0.0001907377737087046,-0.010989010989014503,0.0219780219780219,35,32,ENABLE
1785583349.5952108,-0.0001907377737087046,-0.010989010989014503,0.07472527472527446,35,32,ENABLE
1785583349.6001852,0.0001907377737087046,0.0329670329670364,0.14505494505494454,35,32,ENABLE
1785583349.605462,0.0005722133211261138,0.0549450549450583,0.20659340659340586,35,32,ENABLE
1785583349.6105785,0.0017166399633783413,0.1648351648351678,0.2593406593406584,35,32,ENABLE
1785583349.6158261,0.0040054932478827965,0.3626373626373649,0.25054945054944966,35,32,ENABLE
1785583349.6207352,0.007438773174639479,0.5164835164835182,0.2417582417582409,35,32,ENABLE
1785583349.6252186,0.010872053101396162,0.6703296703296715,0.1978021978021971,35,32,ENABLE
1785583349.630535,0.014305333028152845,0.6483516483516496,0.17142857142857082,35,32,ENABLE
1785583349.6354907,0.017738612954909527,0.6703296703296715,0.1098901098901095,35,32,ENABLE
1785583349.6404276,0.02117189288166621,0.6483516483516496,0.0659340659340657,35,32,ENABLE
1785583349.6454957,0.023842221713588074,0.6043956043956058,0.05714285714285694,35,32,ENABLE
1785583349.6505702,0.02651255054550994,0.5384615384615401,0.0219780219780219,35,32,ENABLE
1785583349.6554737,0.029564354924849212,0.6043956043956058,-0.03076923076923066,35,32,ENABLE
1785583349.6605358,0.032234683756771076,0.5384615384615401,-0.04835164835164818,35,32,ENABLE
1785583349.6655533,0.03490501258869294,0.5164835164835182,-0.0659340659340657,35,32,ENABLE
1785583349.6705518,0.03681239032577999,0.4505494505494525,-0.08351648351648322,35,32,ENABLE
1785583349.6754696,0.03833829251544962,0.340659340659343,-0.0659340659340657,35,32,ENABLE
1785583349.680469,0.03986419470511926,0.3186813186813211,-0.0659340659340657,35,32,ENABLE
1785583349.685468,0.0413900968947889,0.3186813186813211,-0.07472527472527446,35,32,ENABLE
1785583349.6904798,0.042534523537041125,0.2307692307692335,-0.05714285714285694,35,32,ENABLE
1785583349.6954684,0.04329747463187594,0.1868131868131897,-0.05714285714285694,35,32,ENABLE
1785583349.700475,0.04444190127412817,0.2087912087912116,-0.07472527472527446,35,32,ENABLE
1785583349.705565,0.04596780346379781,0.2307692307692335,-0.08351648351648322,35,32,ENABLE
1785583349.710576,0.047112230106050035,0.2087912087912116,-0.0659340659340657,35,32,ENABLE
1785583349.7158844,0.047493705653467444,0.1428571428571459,-0.07472527472527446,35,32,ENABLE
1785583349.7209036,0.04825665674830226,0.1428571428571459,-0.08351648351648322,35,32,ENABLE
1785583349.7256548,0.04940108339055449,0.1868131868131897,-0.10109890109890074,35,32,ENABLE
1785583349.7306638,0.0497825589379719,0.120879120879124,-0.08351648351648322,35,32,ENABLE
1785583349.7356935,0.05016403448538931,0.0549450549450583,-0.05714285714285694,35,32,ENABLE
1785583349.7406538,0.0497825589379719,0.010989010989014503,-0.03956043956043942,35,32,ENABLE
1785583349.74566,0.05016403448538931,0.010989010989014503,-0.03956043956043942,35,32,ENABLE
1785583349.7507093,0.0497825589379719,0.010989010989014503,-0.03076923076923066,35,32,ENABLE
1785583349.755694,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.7606635,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.7656562,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.7706568,0.0497825589379719,-0.010989010989014503,-0.03076923076923066,35,32,ENABLE
1785583349.7762942,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.7807105,0.0497825589379719,-0.0549450549450583,-0.01318681318681314,35,32,ENABLE
1785583349.7855175,0.0497825589379719,-0.0329670329670364,-0.00439560439560438,35,32,ENABLE
1785583349.7905507,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.795661,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8007066,0.05016403448538931,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.805648,0.0497825589379719,-0.0549450549450583,-0.01318681318681314,35,32,ENABLE
1785583349.8106625,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.81567,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.8206558,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.825658,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.8306682,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8356607,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.840676,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8456666,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8506448,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8556619,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8606648,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.8656564,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.8706946,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.8756628,0.0497825589379719,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.8806586,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.8856573,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.8906648,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.8956585,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.9006596,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.9056668,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.9106703,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.915666,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.9206512,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.9256487,0.0497825589379719,-0.0329670329670364,-0.01318681318681314,35,32,ENABLE
1785583349.9306688,0.04940108339055449,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.9356577,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583349.9406383,0.0497825589379719,0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.9456625,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.9506788,0.0497825589379719,-0.010989010989014503,-0.00439560439560438,35,32,ENABLE
1785583349.9556966,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.9606562,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.9656653,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.970704,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.975655,0.0497825589379719,0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583349.9806576,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.9856532,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.9907103,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583349.995667,0.0497825589379719,-0.010989010989014503,-0.01318681318681314,35,32,ENABLE
1785583350.0006595,0.0497825589379719,-0.010989010989014503,-0.03076923076923066,35,32,ENABLE
1785583350.005664,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0106678,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583350.0156531,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0207114,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.025656,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0307117,0.0497825589379719,-0.010989010989014503,-0.03076923076923066,35,32,ENABLE
1785583350.0357993,0.0497825589379719,-0.0329670329670364,-0.0219780219780219,35,32,ENABLE
1785583350.0408707,0.0497825589379719,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0458205,0.0497825589379719,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0508597,0.05016403448538931,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0558789,0.05016403448538931,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0608702,0.05016403448538931,-0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.0658622,0.05016403448538931,0.010989010989014503,-0.0219780219780219,35,32,ENABLE
1785583350.070887,0.05016403448538931,-0.010989010989014503,-0.03076923076923066,35,32,ENABLE
1785583350.0759072,0.05016403448538931,0.0329670329670364,-0.03076923076923066,35,32,ENABLE
1785583350.080865,0.05016403448538931,-0.010989010989014503,-0.03076923076923066,35,32,ENABLE
